323903,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__, s__,1,323903,1
4369816,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__Bacteroidaceae, g__Bacteroides, s__caccae,#N/A,,#N/A
316761,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__Bacteroidaceae, g__Bacteroides, s__eggerthii,#N/A,,#N/A
184050,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae, g__Coprococcus, s__,#N/A,,#N/A
4320756,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Pasteurellales, f__Pasteurellaceae, g__Haemophilus, s__parainfluenzae,#N/A,,#N/A
198915,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae, g__Blautia, s__,#N/A,,#N/A
4311417,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Actinomycetaceae, g__Actinomyces, s__,#N/A,,#N/A
292816,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__, s__,#N/A,,#N/A
288235,k__Bacteria, p__Firmicutes, c__Bacilli, o__Lactobacillales, f__Streptococcaceae, g__Streptococcus, s__luteciae,#N/A,,#N/A
296441,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae, g__Blautia, s__,#N/A,,#N/A
561961,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Christensenellaceae, g__, s__,#N/A,,#N/A
3929758,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__Bacteroidaceae, g__Bacteroides, s__caccae,#N/A,,#N/A
4429783,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae, g__Roseburia, s__,#N/A,,#N/A
949396,k__Bacteria, p__Firmicutes, c__Bacilli, o__Lactobacillales, f__Streptococcaceae, g__Streptococcus, s__,#N/A,,#N/A
4482404,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae, g__, s__,#N/A,,#N/A
177234,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae, g__Blautia, s__,#N/A,,#N/A
549635,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae, g__Blautia, s__,#N/A,,#N/A
1696859,k__Bacteria, p__Firmicutes, c__Bacilli, o__Lactobacillales, f__Streptococcaceae, g__Streptococcus, s__,#N/A,,#N/A
2338105,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__Faecalibacterium, s__prausnitzii,#N/A,,#N/A
319455,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Christensenellaceae, g__, s__,#N/A,,#N/A
340223,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__, g__, s__,#N/A,,#N/A
198625,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae, g__, s__,#N/A,,#N/A
1035753,k__Bacteria, p__Firmicutes, c__Bacilli, o__Lactobacillales, f__Streptococcaceae, g__Streptococcus, s__,#N/A,,#N/A
367092,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae, g__, s__,#N/A,,#N/A
191593,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Clostridiaceae, g__, s__,#N/A,,#N/A
297875,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__Ruminococcus, s__,#N/A,,#N/A
3143796,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae, g__, s__,#N/A,,#N/A
198967,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__Oscillospira, s__,#N/A,,#N/A
4371640,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__Bacteroidaceae, g__Bacteroides, s__,#N/A,,#N/A
2953981,k__Bacteria, p__Firmicutes, c__Bacilli, o__Lactobacillales, f__Streptococcaceae, g__Streptococcus, s__,#N/A,,#N/A
271311,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__, g__, s__,#N/A,,#N/A
193223,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__, g__, s__,#N/A,,#N/A
300619,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__Oscillospira, s__,#N/A,,#N/A
1104680,k__Bacteria, p__Cyanobacteria, c__4C0d-2, o__YS2, f__, g__, s__,#N/A,,#N/A
4380358,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__, s__,#N/A,,#N/A
455746,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae, g__, s__,#N/A,,#N/A
157130,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__, f__, g__, s__,#N/A,,#N/A
326926,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__, s__,#N/A,,#N/A
714746,k__Bacteria, p__Firmicutes, c__Erysipelotrichi, o__Erysipelotrichales, f__Erysipelotrichaceae, g__Sharpea, s__p-3329-23G2,#N/A,,#N/A
582089,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__, s__,#N/A,,#N/A
258325,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__, g__, s__,#N/A,,#N/A
343482,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__, s__,#N/A,,#N/A
155701,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__, g__, s__,#N/A,,#N/A
888914,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Christensenellaceae, g__, s__,#N/A,,#N/A
617739,k__Bacteria, p__Actinobacteria, c__Coriobacteriia, o__Coriobacteriales, f__Coriobacteriaceae, g__, s__,#N/A,,#N/A
530916,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__, s__,#N/A,,#N/A
356255,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Clostridiaceae, g__, s__,#N/A,,#N/A
333846,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__Ruminococcus, s__,#N/A,,#N/A
4362585,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__, s__,#N/A,,#N/A
525143,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__, s__,#N/A,,#N/A
547232,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Nocardiaceae, g__Rhodococcus, s__,#N/A,,#N/A
182574,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__, s__,#N/A,,#N/A
138197,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Christensenellaceae, g__, s__,#N/A,,#N/A
4447444,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Cardiobacteriales, f__Cardiobacteriaceae, g__Cardiobacterium, s__,#N/A,,#N/A
320876,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__Ruminococcus, s__,#N/A,,#N/A
4354540,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Micrococcaceae, g__Rothia, s__mucilaginosa,#N/A,,#N/A
4418233,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Veillonellaceae, g__Acidaminococcus, s__,#N/A,,#N/A
269814,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__Oscillospira, s__,#N/A,,#N/A
300517,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae, g__, s__,#N/A,,#N/A
290005,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__, s__,#N/A,,#N/A
309809,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__, s__,#N/A,,#N/A
579952,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Veillonellaceae, g__, s__,#N/A,,#N/A
315117,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__, g__, s__,#N/A,,#N/A
350143,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__, s__,#N/A,,#N/A
4390141,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__, g__, s__,#N/A,,#N/A
220054,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Clostridiaceae, g__Caloramator, s__,#N/A,,#N/A
583106,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__, g__, s__,#N/A,,#N/A
592156,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__, g__, s__,#N/A,,#N/A
527032,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__Oscillospira, s__,#N/A,,#N/A
297744,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__[Mogibacteriaceae], g__, s__,#N/A,,#N/A
349970,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Veillonellaceae, g__, s__,#N/A,,#N/A
1146005,k__Bacteria, p__Synergistetes, c__Synergistia, o__Synergistales, f__, g__, s__,#N/A,,#N/A
295824,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__, g__, s__,#N/A,,#N/A
293024,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__Porphyromonadaceae, g__Paludibacter, s__,#N/A,,#N/A
111303,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Christensenellaceae, g__, s__,#N/A,,#N/A
745960,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Christensenellaceae, g__, s__,#N/A,,#N/A
4318177,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__, g__, s__,#N/A,,#N/A
761712,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__Bacteroidaceae, g__BF311, s__,#N/A,,#N/A
290455,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__, g__, s__,#N/A,,#N/A
581265,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__Oscillospira, s__,#N/A,,#N/A
194863,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae, g__Blautia, s__,#N/A,,#N/A
317112,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__, s__,#N/A,,#N/A
177319,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__, g__, s__,#N/A,,#N/A
333050,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Clostridiaceae, g__Clostridium, s__,#N/A,,#N/A
69664,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Clostridiaceae, g__Clostridium, s__,#N/A,,#N/A
179608,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Christensenellaceae, g__, s__,#N/A,,#N/A
576853,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__, g__, s__,#N/A,,#N/A
323737,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__, s__,#N/A,,#N/A
233857,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Veillonellaceae, g__Dialister, s__,#N/A,,#N/A
312520,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__, g__, s__,#N/A,,#N/A
4414660,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Christensenellaceae, g__, s__,#N/A,,#N/A
530123,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__, s__,#N/A,,#N/A
187199,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__, g__, s__,#N/A,,#N/A
593371,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__Porphyromonadaceae, g__Dysgonomonas, s__,#N/A,,#N/A
195154,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__S24-7, g__, s__,#N/A,,#N/A
4404830,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__, s__,#N/A,,#N/A
305965,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__, g__, s__,#N/A,,#N/A
320603,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__, g__, s__,#N/A,,#N/A
100045,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__, g__, s__,#N/A,,#N/A
543614,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae, g__, s__,#N/A,,#N/A
313178,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__, s__,#N/A,,#N/A
2127939,k__Bacteria, p__Actinobacteria, c__Coriobacteriia, o__Coriobacteriales, f__Coriobacteriaceae, g__, s__,#N/A,,#N/A
4445603,k__Bacteria, p__Firmicutes, c__Clostridia, o__Thermoanaerobacterales, f__, g__, s__,#N/A,,#N/A
336228,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Veillonellaceae, g__Dialister, s__,#N/A,,#N/A
370217,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__, g__, s__,#N/A,,#N/A
4340953,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Enterobacteriales, f__Enterobacteriaceae, g__, s__,#N/A,,#N/A
359581,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__, s__,#N/A,,#N/A
317749,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__, s__,#N/A,,#N/A
296340,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__S24-7, g__, s__,#N/A,,#N/A
4378810,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__, s__,#N/A,,#N/A
582272,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__, g__, s__,#N/A,,#N/A
4414656,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__, s__,#N/A,,#N/A
555101,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__, s__,#N/A,,#N/A
316432,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Christensenellaceae, g__, s__,#N/A,,#N/A
712142,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__, s__,#N/A,,#N/A
261328,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__, g__, s__,#N/A,,#N/A
584717,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__, g__, s__,#N/A,,#N/A
4425254,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__Ruminococcus, s__,#N/A,,#N/A
272852,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__S24-7, g__, s__,#N/A,,#N/A
4459431,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__ML635J-40, g__, s__,#N/A,,#N/A
528533,k__Bacteria, p__Firmicutes, c__Clostridia, o__Natranaerobiales, f__Anaerobrancaceae, g__A55_D21, s__,#N/A,,#N/A
4396030,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae, g__Epulopiscium, s__,#N/A,,#N/A
4380670,k__Bacteria, p__Actinobacteria, c__Coriobacteriia, o__Coriobacteriales, f__Coriobacteriaceae, g__, s__,#N/A,,#N/A
365008,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Christensenellaceae, g__, s__,#N/A,,#N/A
111154,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Clostridiaceae, g__Clostridium, s__,#N/A,,#N/A
3374709,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__, s__,#N/A,,#N/A
235586,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodospirillales, f__Rhodospirillaceae, g__, s__,#N/A,,#N/A
326523,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__, g__, s__,#N/A,,#N/A
139221,k__Bacteria, p__Actinobacteria, c__Coriobacteriia, o__Coriobacteriales, f__Coriobacteriaceae, g__, s__,#N/A,,#N/A
105600,k__Archaea, p__Euryarchaeota, c__Methanobacteria, o__Methanobacteriales, f__Methanobacteriaceae, g__Methanobacterium, s__,#N/A,,#N/A
4453714,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__S24-7, g__, s__,#N/A,,#N/A
4332330,k__Bacteria, p__, c__, o__, f__, g__, s__,#N/A,,#N/A
1141030,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__, s__,#N/A,,#N/A
273277,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__, g__, s__,#N/A,,#N/A
187336,k__Bacteria, p__Firmicutes, c__Erysipelotrichi, o__Erysipelotrichales, f__Erysipelotrichaceae, g__[Eubacterium], s__biforme,#N/A,,#N/A
805099,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__, g__, s__,#N/A,,#N/A
583069,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Christensenellaceae, g__, s__,#N/A,,#N/A
147182,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae, g__, s__,#N/A,,#N/A
4444272,k__Bacteria, p__Synergistetes, c__Synergistia, o__Synergistales, f__Synergistaceae, g__, s__,#N/A,,#N/A
227458,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__, g__, s__,#N/A,,#N/A
258725,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__Oscillospira, s__,#N/A,,#N/A
347128,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__, g__, s__,#N/A,,#N/A
112234,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__, g__, s__,#N/A,,#N/A
319708,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Clostridiaceae, g__SMB53, s__,#N/A,,#N/A
298624,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__, s__,#N/A,,#N/A
293797,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__Porphyromonadaceae, g__Parabacteroides, s__,#N/A,,#N/A
356481,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__, g__, s__,#N/A,,#N/A
233881,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__, g__, s__,#N/A,,#N/A
817781,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__, g__, s__,#N/A,,#N/A
2184806,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Christensenellaceae, g__, s__,#N/A,,#N/A
565288,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__, s__,#N/A,,#N/A
311383,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__, s__,#N/A,,#N/A
733799,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__, g__, s__,#N/A,,#N/A
4389584,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__[Acidaminobacteraceae], g__Acidaminobacter, s__,#N/A,,#N/A
671383,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__Prevotellaceae, g__Prevotella, s__,#N/A,,#N/A
200879,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__, s__,#N/A,,#N/A
327623,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__, g__, s__,#N/A,,#N/A
331850,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae, g__Blautia, s__,#N/A,,#N/A
4480923,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Veillonellaceae, g__Dialister, s__,#N/A,,#N/A
133178,k__Bacteria, p__Actinobacteria, c__Coriobacteriia, o__Coriobacteriales, f__Coriobacteriaceae, g__, s__,#N/A,,#N/A
2210025,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae, g__, s__,#N/A,,#N/A
277425,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__, g__, s__,#N/A,,#N/A
576833,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae, g__Coprococcus, s__,#N/A,,#N/A
297629,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__, s__,#N/A,,#N/A
736044,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Christensenellaceae, g__, s__,#N/A,,#N/A
199654,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__, s__,#N/A,,#N/A
594682,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__Porphyromonadaceae, g__Paludibacter, s__,#N/A,,#N/A
3237449,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__, s__,#N/A,,#N/A
272942,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae, g__Coprococcus, s__,#N/A,,#N/A
537370,k__Bacteria, p__Firmicutes, c__Bacilli, o__Lactobacillales, f__Aerococcaceae, g__Facklamia, s__,#N/A,,#N/A
827191,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Alteromonadales, f__Shewanellaceae, g__Shewanella, s__,#N/A,,#N/A
1121455,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__Ruminococcus, s__,#N/A,,#N/A
694616,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Enterobacteriales, f__Enterobacteriaceae, g__, s__,#N/A,,#N/A
335658,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__, s__,#N/A,,#N/A
4362257,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__S24-7, g__, s__,#N/A,,#N/A
216587,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__Prevotellaceae, g__Prevotella, s__,#N/A,,#N/A
814112,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Enterobacteriales, f__Enterobacteriaceae, g__Proteus, s__,#N/A,,#N/A
40639,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__, g__, s__,#N/A,,#N/A
4387089,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__Prevotellaceae, g__Prevotella, s__,#N/A,,#N/A
550333,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Pseudomonadales, f__Pseudomonadaceae, g__, s__,#N/A,,#N/A
583107,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__Prevotellaceae, g__Prevotella, s__,#N/A,,#N/A
1624030,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__Bacteroidaceae, g__Bacteroides, s__,#N/A,,#N/A
4379411,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__Bacteroidaceae, g__Bacteroides, s__,#N/A,,#N/A
183043,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__, s__,#N/A,,#N/A
646411,k__Bacteria, p__Firmicutes, c__Erysipelotrichi, o__Erysipelotrichales, f__Erysipelotrichaceae, g__Bulleidia, s__,#N/A,,#N/A
585734,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__Prevotellaceae, g__Prevotella, s__,#N/A,,#N/A
742248,k__Bacteria, p__Firmicutes, c__Bacilli, o__Bacillales, f__Paenibacillaceae, g__Paenibacillus, s__,#N/A,,#N/A
4290144,k__Bacteria, p__Firmicutes, c__Bacilli, o__Lactobacillales, f__Enterococcaceae, g__Enterococcus, s__,#N/A,,#N/A
568135,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__Rikenellaceae, g__, s__,#N/A,,#N/A
182343,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae, g__Coprococcus, s__,#N/A,,#N/A
352378,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__, g__, s__,#N/A,,#N/A
198649,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__, s__,#N/A,,#N/A
584978,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__Ruminococcus, s__,#N/A,,#N/A
694337,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__, s__,#N/A,,#N/A
2612863,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__Bacteroidaceae, g__Bacteroides, s__,#N/A,,#N/A
342871,k__Bacteria, p__Acidobacteria, c__BPC102, o__B110, f__, g__, s__,#N/A,,#N/A
302428,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__, g__, s__,#N/A,,#N/A
350502,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__, s__,#N/A,,#N/A
